GeneName,0a,0b,2a,2b,8a,8b,16a,16b
Ksr1,18568.85583,18347.37567,19528.49817,17663.595,22322.76567,19942.67667,27428.17208,26894.21708
Ktn1,4274.942,3949.54,3623.502,4537.171,5518.975,5535.285,11933.7143,13082.8558
Lad1,7361.047325,7794.69435,7322.988325,10391.74918,9893.646,10151.77525,28337.78085,28004.62995
Larp4,8822.746,9290.407,10011.1855,14491.758,30027.896,27447.5545,45324.2755,47612.91415
Larp7,12884.482,12949.63133,10617.64222,12425.03322,16768.37511,15679.98133,25800.64226,25994.27104
Las1l,5240.395,5041.407,6694.738,6511.97,14351.997,11937.18,16169.8352,16217.2837
Mak16,8828.793,10231.15,9688.89,9180.29,13718.533,12454.11,23090.1751,26127.9955
Mapre2,7408.6795,6288.003,7466.3175,7533.315,11970.4685,10268.612,17996.5237,20195.71205
Marcks,10021.2195,8954.955833,9764.49,9844.609833,14788.16717,14357.62458,19327.40789,21211.75374
Marcksl1,8734.0045,7802.575625,8347.023563,7956.93075,16079.73675,14510.62125,20381.43486,23278.31041
Mbd3,22316.73325,19164.447,25089.845,31419.29825,51661.731,52721.38925,53042.16348,58160.55885
Mcm3,51091.78242,52297.39953,47567.11047,48438.68537,45302.60037,47490.56853,63853.23871,65109.85332
Mcm6,35128.56267,36834.93933,37250.61667,39938.71733,28946.23367,29242.30733,29043.9617,29624.21287
Mthfd1,11854.42,10580.64,11793.94,12084.44,24623.396,21783.16,24776.1106,25873.6252
Mybbp1a,15363.42292,15021.57746,15392.98692,17543.053,27084.524,24244.59862,30702.0476,30636.76559
Myo9a,5679.419,5503.493,6037.814,5284.223,7703.799,7562.476,11625.2847,9998.5574
Naca,51228.60971,53309.10929,55683.53086,51843.70943,61047.32229,61885.03414,95014.51461,95206.06974
Nadk,7020.768,7116.180333,7881.060667,7662.53,12918.24167,11435.918,16002.32897,16005.708
Naf1,11495.3,11930.23,12171.18,11186.36,19811.698,19321.38,32161.8604,34635.9389
Ncoa3,20171.57925,20109.40058,20242.45,19803.15517,23979.63558,24454.93117,23831.06434,24503.52114
Ncoa4,18449.93,19370.89667,20169.05,20382.04667,25192.027,23622.71333,26629.93573,28375.91857
Nell1,10217.85,11182.82,13308.19,10787.47,14523.481,14148.7,22368.9378,20914.293
Nfil3,6837.979,6361.576,6714.75,6351.769,9298.546,8986.182,13298.5942,13049.7245
Nfkb1,9859.511667,10128.77033,10648.965,9751.386667,15681.334,13819.914,15033.24237,15665.02087
Nfkbib,14563.52,15848.92,19005.9,20339.74,27603.398,27808.47,32479.185,32439.7817
Ngdn,12509.212,12068.601,9813.787333,10683.66,16828.33967,17458.06933,28080.7927,29200.42517
Nisch,15522.12,16574.51,19365.83,17652.5,21059.969,20729.91,26774.6969,27909.3171
Nmd3,13214.645,12451.2425,12917.0005,12942.976,13140.286,14111.2725,20159.03495,20944.19363
Nol7,10060.7695,10187.316,10222.841,11057.4175,12823.1375,12938.6095,19204.1993,18957.95075
Nol8,39600.07933,41466.72317,37855.8945,38330.79917,53096.487,51371.31833,61502.65312,61354.50295
Nufip2,19555.89433,20972.02178,17305.347,21488.76522,40274.131,36650.90256,56647.31699,57304.47138
Nup214,19204.70911,19613.82733,20805.35056,18857.41744,21438.95189,22270.26567,26086.77237,25619.94436
Otud5,10186.2658,9778.5116,10625.509,10824.6014,13211.6308,12621.5604,17193.23266,16407.305
Pa2g4,5397.916,5241.549,7595.371,6110.399,14486.92,13795.91,19423.3591,19428.8186
Pcbp1,12198.04991,11666.86555,13449.31627,14025.06291,19380.46845,18183.32936,18300.49726,17225.45735
Pdcd1,7374.438,6721.549,8776.999,7292.494,24636.384,21034.81,36597.3897,36596.4869
Pdcd11,6869.999333,6490.618833,9172.0125,11950.91033,17942.15283,16620.3425,32151.30173,31811.34568
Pdxdc1,29786.179,29112.0125,25188.0765,29104.9125,31456.8515,31349.8485,45203.69805,46500.8129
Peak1,11499.40177,11602.80238,11319.12877,11837.69869,14000.36362,13932.39054,15544.13736,15761.61282
Pex1,19944.9415,21818.1795,23214.0565,24421.2175,23178.2445,24446.4815,31408.88915,33801.328
Phactr2,13312.945,13625.723,12783.511,15910.698,16913.92433,16770.21467,26067.03077,27687.1624
Phlpp2,14622.84,14365.02667,14361.06,14623.92333,16549.327,16350.13667,22456.33623,22159.0047
Pinx1,3695.901,3148.462667,3750.641333,3578.786333,5198.479,5010.439333,13647.39703,14893.1309
Pkp4,50543.527,47829.22017,46374.556,48350.78717,42080.194,43021.73167,37613.09913,35483.2932
Pphln1,34149.60414,35010.96229,24571.225,25164.88371,26788.91621,27136.63607,35847.64878,35566.62389
Ppp1r13l,27642.72,30768.2,32326.94,31663,33481.02,32245.23,45169.9639,50257.575
Proser1,8348.314,7921.334,8915.67,9822.166,9507.497,9641.954,12289.1059,12240.7518
Prrc2a,11839.44313,12266.52604,9122.585087,12383.29422,18047.62078,17308.50761,22136.22927,22476.11621
Psma5,7101.0335,7954.7025,8853.479,9177.6865,13911.051,13207.412,15161.3637,14554.1667
Ptpn23,14882.9675,15425.725,15046.8475,15900.4425,18840.639,18293.05,20902.2018,22538.26938
Pwp2,7694.652,8622.927,9038.595,9285.164,9991.004,9726.642,15650.3323,16073.6138
Rab8b,3040.244,2216.796,2606.103,3122.716,4246.914,3830.137,5831.7594,5738.3016
Rb1,14126.79714,13697.12914,14791.597,14074.77629,19426.56229,17637.34543,31002.98644,29870.80956
Rbl1,4923.773,4730.741,6709.642,5704.195,8515.268,7519.341,18737.9953,18618.7474
Rbm19,6196.311,5773.569,4799.12,5357.091,7121.569,7336.075,16419.903,17396.1111
Rc3h1,21504.7996,21961.7418,22795.0396,23211.3598,26861.039,25838.4594,27665.31244,26451.30332
Reep3,9411.2905,8525.466,9037.4435,10078.475,13360.553,10849.382,18786.17755,18644.37795
Rgs9,14270.69,13572.71,12628.12,11720.19,15232.831,15573.73,31279.4935,35355.0622
Rnf219,7144.880857,6793.457571,6892.551143,6988.204571,11863.29243,9987.637,19110.94334,20709.25059
Rnmt,27271.68236,27417.09809,27146.39791,27460.35527,26976.065,26319.817,30389.17312,31137.4423
Rpap3,27790.612,25773.974,22422.131,24910.551,25190.611,26238.5185,36985.89605,40486.4769
Rpl12,5551.181,4854.222,5731.4545,7322.7565,18268.5265,16193.5545,28776.2233,28928.9536
Rpl13,10396.425,9684.69825,9558.9395,11814.84225,17948.82275,15793.29075,31745.80245,27938.48378
Rpl18a,3865.015,3418.491,3349.318,3863.834,5126.314,5079.079,7189.1519,8007.4071
Rpl32,1441.387,1311.868,1971.024,2017.319,7619.207,5970.375,11618.2743,14701.8531
Rplp2,17194.575,18123.64417,17987.54767,17808.56217,22440.609,21038.12767,26158.40633,26776.99407
Rps10,9771.347333,9413.607,9694.691667,9873.326333,13334.874,13045.607,18808.304,17307.0495
Rps14,9387.3835,10023.9625,9980.627,8925.1465,11180.5585,10831.5745,15097.2134,15478.4849
Rps2,10440.19,8733.643,13105.41,20661.58,28295.331,26899.36,35742.8978,38807.481
Rps27,3481.048,3282.481,3500.238,3618.151,5839.494,5248.44,6509.9857,6337.3983
Rps5,2379.345,2571.039,2420.22,2370.549,3882.26,3427.607,5010.538,5335.9749
Rps6,11244.61135,10115.80496,33274.41333,36425.06825,60351.81763,53347.26619,260712.6595,252412.6922
Rrs1,5105.642,4830.642,3044.029,3697.405,4167.402,4639.507,7435.0706,7443.3232
Sdccag3,11164.13133,11427.78767,10632.692,10840.019,12917.24467,13161.86867,16351.3784,15634.39157
Sema4b,6911.120333,7260.989,6428.731,4427.842667,7955.780667,7716.247667,13924.1301,13953.4581
Serbp1,3870.419333,4516.968667,5150.343333,7229.954333,14920.27367,13165.51433,14815.68573,16303.91713
Sf3b2,57115.55823,56923.46846,57590.78731,60075.60308,59972.32208,58263.10077,71820.19395,71719.71139
Sfr1,52962.34886,53640.96857,57180.45171,52298.201,57587.02729,57540.13714,76400.15236,83304.55487
Sh2d2a,85617.44,80327.79,95102.63,84414.6,174670.587,173277.9,226753.1606,223020.4914
Sh3bp2,7429.540833,8178.604167,9022.348833,8457.357667,14722.194,13901.21917,13635.43095,15173.29027
Slbp,8046.54,8713.707667,11219.05467,10037.28167,17737.70567,16098.288,21376.92367,22700.08383
Slc16a1,64066.82658,61136.62325,48465.07817,46873.2525,61061.08817,63621.5025,80659.10842,81863.61506
Slc1a5,20881.91929,20829.53771,20822.99657,21484.09471,25489.63357,25127.595,40519.68089,37617.14491
Slc38a1,11766.65025,11210.43258,13702.0185,12855.13967,19682.82417,16918.163,21009.88823,22434.91508
Slc4a10,12461.23,10562.66,13285.77,13173.23,25783.135,22891.98,34841.1793,38703.8447
Slc4a7,14978.51967,13812.15857,15901.74111,14345.84744,26560.57667,24027.12022,38057.42022,39435.65506
Slc5a6,4467.5115,4832.3365,5115.3325,5983.766,9804.6465,8993.5765,14404.1995,14535.85285
Slc7a6,4576.8105,4492.321,4429.8495,4098.308,5253.174,5677.4115,7921.73205,8208.4757
Slc7a6os,8312.21,8767.8115,7881.6805,8637.071,11559.524,11355.4885,14439.69705,14680.9079
Slirp,6505.857667,6392.778,6387.4,6513.464667,6569.889333,6296.014667,11507.9772,12364.50947
Sos1,6735.419456,6543.551644,8820.563778,8812.163889,9370.766556,9265.237778,9378.020567,9020.968722
Sqstm1,16013.75067,15810.23222,19461.17467,18684.30967,26664.64078,25322.85022,35699.06246,38606.28049
Supv3l1,4034.906,4380.818,4363.579,4095.578,5794.921,6702.871,7527.1823,8273.4421
Tacc2,12765.7395,13609.895,9169.256,13195.0635,15695.366,14628.0655,26838.82235,28342.30015
Taf1d,18878.15575,18743.5325,23355.67775,21716.09,38570.25775,33605.27725,36982.17413,41195.1181
Taok1,4925.7565,4737.4435,6234.7315,7226.6435,12428.0935,11419.7005,10598.71995,11619.47185
Tbx21,22420.432,21282.068,19908.85,20095.054,28760.7226,28341.6,37634.2088,36650.77502
Tet2,8871.1005,9054.094,9528.0385,9586.8495,15278.8165,14363.615,13992.07745,15471.86425
Tfap4,9778.105,10418.74,9318.9892,9057.3706,9503.9424,9200.5616,14499.17982,14187.69038
Tfdp1,16759.96,15286.89,14365.6,16363.92,25149.985,23295.76,39943.0864,39785.6563
Thop1,1604.799,1621.819,2699.666,1586.831,4073.259,3727.53,6002.9433,5846.0796
Timeless,6008.089,5808.594,6115.332,5475.712,5320.7505,5290.4245,7645.85615,7510.60515
Tmem51,9534.32,6843.456,5984.923,7560.069,8932.815,8290.305,19299.5462,20430.324
Tmem57,31089.3955,31976.9685,31441.8295,30825.905,38079.081,38332.835,39129.843,36783.48445
Tmf1,6878.363,6905.694,6477.5215,6353.147,7274.7345,6941.457,9924.35235,9391.96205
Tomm70a,2698.2755,3450.834,2919.3265,3206.702,3793.7465,3304.169,6505.68255,7298.97845
Top1,10780.12,11091.93,12339.81,14143.86,13694.777,14540.49,28529.6928,28778.113
Topbp1,2528.379,2880.536,2478.352,2394.419,2863.786,2927.683,5317.1739,4877.446
Topors,15030.93017,15029.98683,13512.6405,14456.742,18271.63117,17125.25267,24564.41877,22657.91392
Tox2,15585.27,16542.72,13801.42,16723.61,32720.215,29403.98,33743.8474,34149.1687
Trip11,10491.0445,11299.9835,12516.5495,13696.6985,16143.4085,15514.756,19180.2089,17666.2196
Trps1,2824.159,2899.534,1693.721,1644.708,2993.371,2318.376,4453.6825,4947.3142
Txnrd3,8216.999,7555.327,8088.0775,7759.5495,14612.4495,13782.3815,23003.6618,25040.82655
Ubap2l,9924.768538,10541.40365,8771.988423,11725.09804,17933.64669,16944.28138,18903.63185,19502.84452
Ube2i,5841.5805,5832.421,6372.208,5361.3595,9244.9585,8268.807,9716.50295,10119.745
Ubp1,4997.010333,5067.55,4762.081333,5004.726667,8691.560667,8397.661667,9265.218067,8787.669633
Ubxn6,22669.3,22124.29,23220.83,24778.22,34684.935,35297,38746.5081,38111.836
Uck2,2880.44,3380.785,4538.662,3947.892,7431.208,6791.949,7169.6403,8393.0295
Ung,3691.777,3671.512333,3608.980667,4231.251667,4666.282,4358.653333,9597.237833,9292.134167
Upf1,16584.719,15499.765,19232.3965,19116.5695,28858.8765,25240.302,28181.92605,31005.4295
Usp36,15462.7,14735.77,15055.23,16225.74,20272.277,18662,26408.2656,26898.6816
Usp6nl,5798.404,6171.714,6153.384,5808.365,8596.532,8416.133,11597.3148,12158.4697
Utp3,9753.725,10517.43,9744.357,11221.42,10814.805,9919.505,15636.9957,15362.9109
Vps13d,39867.17975,39594.589,38642.4455,37154.848,43940.5875,43963.134,56302.8201,55426.14473
Wdhd1,8014.103,7202.175667,8125.649667,6913.173,6904.180667,6649.439667,14389.6724,14758.28133
Wdr4,30151.23114,30080.70386,26455.92357,26062.33329,29426.17,28578.16729,37364.30144,38948.84931
Wdr75,17083.955,15794.545,15615.85,15196.97,21196.4365,18503.515,26947.70605,27736.30045
Ybx3,34579.73,33732.89,32118.6,36164.5,59449.98,52783,173654.7328,169825.5887
Zbed5,13941.7505,14473.4165,15258.5785,14248.6085,17744.759,19399.7815,19640.9716,19856.22525
Zbed6,4402.055,4687.034,4594.391,4206.976,5030.519,5071.583,7466.5526,7584.9166
Zcchc9,12770.55,10921.48,9572.447,11293.03,19587.995,17509.51,58871.475,63867.4163
Zdhhc20,12465.31267,12485.391,12305.06667,10226.31667,21246.53967,22520.41333,22211.124,20898.02293
Zdhhc5,15923.45825,14763.86125,17252.01163,17230.28888,25388.42675,23414.923,26136.26082,26901.37018
Zfp213,5744.772,6641.086,5728.192,5963.608,6754.377,7029.732,10662.6141,10749.5538
Ablim1,22470.53045,21431.4501,21870.78535,22315.59339,24896.84106,25573.24284,20796.35323,20751.3421
Ahctf1,21333.914,20741.059,20811.05267,22078.84333,25923.26733,25930.18,25368.56357,24460.56137
Ank3,29003.82,28093.93,42898.25,49288.44,86001.168,74817.71,66386.2318,70978.4174
Arhgap27,41131.34133,42689.38153,43000.72313,46527.41788,37112.17127,37541.92667,30948.12392,30607.32268
Arl14ep,17915.835,16609.6,21685.92,22830.805,25146.143,25241.89,23298.3799,24193.5897
BC023829,10450.54,9546.335,12126.41,12538.3,21977.894,19010.46,18221.2266,18256.4275
Btbd9,2222.7585,2219.166,3552.6785,3288.09,5846.177,5441.402,3973.5538,4539.08855
Btrc,10484.31,10666.04,9730.439,11364.43,16865.347,17732.26,16670.3997,16980.632
Card11,16987.946,15867.1238,18555.1156,18248.2262,21174.398,21984.9598,18393.0501,18397.11954
Cdc16,9882.591,10099.45,14428.24,13479.79,17558.778,16532.74,14513.2959,14497.0185
Cnp,12586.539,11905.878,14320.76,14147.215,20342.396,19580.825,13335.60365,14006.5315
Copa,27700.27,27291.88,51421.54,51858.56,78975.584,70466.19,61881.8932,61334.6174
Cpsf6,4593.174333,3882.347,5820.464667,6108.411667,14367.365,13414.104,6375.875333,8245.285833
Crtc3,22752.57453,22565.14813,25781.2328,25414.07613,34957.83607,35782.63487,30559.15375,30000.19829
Ddx19b,16579.92,17378.45,25422.85,26855.72,47530.938,43266.35,35571.2087,35931.9771
Dyrk2,14978.48,14983.775,12256.695,13005.41,16034.4065,16120.62,16552.45215,16181.4223
Efhd2,5588.85,5528.02575,7238.47125,6822.22325,7842.15825,7687.991,7011.944775,6694.20125
Errfi1,3497.587,4499.047,3817.429,4778.244,10544.982,10570.11,9778.9558,10210.6061
Fam53c,8591.51375,9406.9635,12981.4615,12151.23825,14614.14075,14416.283,13650.31858,14547.70923
Fbxl20,10513.396,10458.81425,12692.08525,12553.229,19821.136,18436.5855,18746.92875,19410.15903
Frmd4b,4941.356,4809.592,5122.844,5117.514,8435.029,9038.834,6467.1391,6934.7309
Frmd6,3218.458,3985.85,2490.827,2658.886,6657.181,7699.028,6092.0338,5370.8168
Gch1,15392.755,14983.315,22525.31,22050.29,64975.9245,55470.655,49167.2933,49955.0256
Gnai1,6831.205,6681.659,8749.213,8182.2505,25591.984,23322.865,21955.1939,21345.60555
Grasp,817.7285,1108.023,1085.455,1162.714,5488.646,4663.927,3268.9435,4515.9679
H2.D1,13008.61876,13198.99941,15036.50059,15570.64235,20412.84347,20014.02747,17534.47043,16756.51265
Hnrnpab,19493.92967,16189.53433,21767.94533,29003.16967,45790.321,44247.96833,43804.8798,47754.8407
Ivns1abp,2838.347333,2298.14,3072.208333,1418.292667,7863.228333,7411.139667,6695.0021,6885.3284
Junb,7900.155429,8317.342714,11557.70386,12782.87757,14327.00457,13152.00786,11298.21549,11224.01146
Kdm6b,13148.65167,14095.40467,12969.031,13478.30233,21171.06067,19900.31,16752.99463,16420.8854
Map3k3,17421.49247,17476.94513,17581.43833,17785.06927,17963.4398,18143.98473,14949.98033,15375.70786
Map3k8,8424.527,8605.564,10159.89,8595.073,13596.076,13313.57,13342.6707,12672.5979
Mapk1,5768.559,5577.361,11424.85,11346.7,13813.484,13067.83,8719.2883,7987.23
Mapk6,14926.13833,14453.98867,13992.33867,14715.56167,23511.09167,22351.22,17898.6999,17959.93513
Mff,29777.09,29892.19833,46067.72867,39408.968,52144.41867,52540.679,46484.56057,47475.1314
Mia3,20284.77789,19686.10567,21329.19122,19752.37656,26411.03722,26125.44667,24545.98638,25840.06506
Mios,10489.744,9941.077,15692.457,14671.89,26928.764,24097.535,25311.673,27197.395
Myc,9525.026988,9329.488675,14321.70425,15498.47313,29422.77425,25969.51838,23813.01781,25438.27685
Ndrg1,40539.951,35034.9095,65103.155,56508.38,92351.5555,92563.69,90428.3564,93012.8101
Ndrg3,3952.37375,4109.187,5619.6425,5174.937,9704.05625,9128.9365,6218.508025,7686.069725
Nfatc1,15883.15817,14932.15833,16177.22167,16201.92717,19768.26283,21001.53167,19632.21775,18978.96
Pim1,9501.539667,9083.877333,11659.43733,12528.436,17792.54067,16398.291,13874.07743,13148.4427
Pip5k1a,20125.78,21170.625,24723.3305,26207.2905,38421.3515,36454.675,28617.29025,32490.6285
Rabgef1,13463.15725,14027.217,15192.68825,16112.749,18482.3345,17792.208,14947.14413,15469.91648
Saraf,2767.221,1998.12,7450.909,6700.376,10010.035,11511.13,5077.874,6084.6346
Sphk2,13174.21433,13184.166,17262.847,15098.16067,21682.759,20938.89467,22332.85417,20760.8262
Tagap1,9153.290333,7398.010333,20285.47333,16251.16967,34091.625,36754.92667,17354.49453,19429.55437
Tbc1d9b,11631.21,11294.79,20424.85,16859.96,26104.158,24059.01,22056.0732,22970.7448
Zc3hav1,16377.3698,14443.779,24651.0544,24708.4202,33655.1366,32337.5886,26468.21584,27178.59362
Zfp36l1,11465.61753,11113.03977,37795.83167,29114.83233,94706.71667,81721.43933,37710.58107,41018.63157
Znf622,4783.475,3849.759,7031.8985,7892.415,12915.6545,11860.563,9869.107,12059.33185
Znf703,3449.9025,3019.9825,4258.271,3775.295,6371.625,5906.7315,5000.6133,5473.36595
Aak1,124323.246,120935.142,115352.0373,116447.4048,104751.7133,107731.194,94932.37128,92243.8039
Arrb1,38388.56467,38838.29733,27710.08933,28102.99633,28112.25867,31238.734,22896.81713,22942.03503
Ccdc13,9705.754,9737.128,4963.852,5994.518,7676.516,7736.626,6377.2636,6075.6493
Cytip,55614.23,51575.42,30684.8,35253.87,30223.25,32594.06,29100.2962,29964.8692
Dek,69125.37021,67682.8575,67580.51707,69355.88257,57701.50086,59202.0885,42640.10736,41586.28868
Gys1,11742.869,12544.9945,8935.292,9150.61225,7783.06925,8582.514,9540.936325,10034.8617
Ighe,211751.3,209614.8,105306.7,113519.6,105539.936,123190.8,103032.8388,94486.7025
Ints3,62776.6315,59697.7415,34226.77,35177.2055,32889.1595,38181.535,31894.73575,31170.8217
Mical1,10288.67,10494.39,7400.612,7099.674,7226.586,6492.241,6058.9704,6159.483
Mrgbp,37286.15217,36594.09367,23046.63933,24811.738,31610.79733,33671.21833,35811.38058,33623.43038
Nfya,7343.51675,7624.99475,4535.94075,4891.107,5724.8005,6095.416,5649.99335,5828.22535
Pitpnc1,32285.7176,33910.2958,30092.0506,29970.669,27858.2868,27038.1184,27096.07406,26584.69094
Slk,19858.1362,20270.8694,11937.5872,14356.8638,11046.5444,12286.274,11644.76706,11101.57254
Sptbn1,105739.5652,111571.6938,88941.10896,94237.66452,79151.85976,84453.09312,65529.26222,65944.09248
Sympk,27016.88733,26160.92892,23363.34933,22456.44917,17615.3955,18986.70092,17596.661,17891.44547
Taf6,24406.678,25332.0094,27645.899,26345.5498,22060.6308,21226.0196,18577.615,19618.25654
Zc3h4,40472.47933,41740.97333,22424.41983,25944.03408,26099.8285,29399.35858,28600.78517,27280.15985
Dbr1,37153.46247,37378.40818,25856.82618,26664.76282,31190.29165,34035.53947,34029.33879,34570.46232
Gltscr1,27108.84329,26905.69314,24807.20429,24294.63171,25521.90429,25646.50843,23727.70757,22747.65117
Ints1,8971.047286,8730.908571,8123.198429,8045.789714,7719.605,7861.269429,7592.9817,7443.596214
R3hdm1,6847.509,6821.189,3632.968,3213.674,5380.8,6543.904,8660.9159,8218.7888
Rab40b,38150.08,36713.86,20938.16,20034.03,19859.4865,23004.61,28633.93525,29062.7575
Raph1,10798.164,11156.50975,9479.73825,9818.324,10385.738,10922.2615,14098.30253,13631.34145
Tmem151a,41929.82,36252.35,13066.98,18076.65,28908.586,32240.74,39648.9092,41731.4597
X1700028K03Rik,17827.93,19710.38,22889.89,21715.17,8505.61,9220.537,6530.4226,6017.1919
Acss2,13708.20888,13596.74,14002.5985,14385.30175,14351.64138,13913.33738,12057.42774,12035.97383
Add2,16607.32,16803.89,14834.59,17596.32,8384.292,7646.641,7072.5669,7811.4645
Adrbk1,55957.975,53672.175,55994.62,57679.19,39184.354,40192.485,33044.30125,31883.9758
AF067061,9701.177,9010.986,7482.276,8168.086,6321.382,6690.674,4064.1801,3795.3243
Aplf,19147.562,18016.8624,17831.868,16614.051,14025.3666,15407.9022,11564.30692,11863.54208
Arfgap1,39483.94667,39251.15333,33622.27333,34776.55333,26442.14867,27523.82,25907.0196,24555.1429
Bex6,60238.99,67071.255,75163.395,72074.18,39163.551,42756.645,25243.31705,27159.85415
Bfsp2,51980.82,50755.13,61353.87,56161.49,24353.047,29759.28,23210.6946,22201.0285
Camkk2,12184.06138,12565.32513,10722.81,11078.94175,9877.79125,9271.04575,9696.570075,9938.313713
Cc2d1b,21934.9888,21416.3126,25130.2678,25676.4566,20248.7432,18617.3796,17928.16856,16763.20334
Cdkn1b,49295.71933,46714.62333,35696.35467,33820.24633,25478.54367,31919.28867,15352.4041,15672.74267
Cetn2,35258.67,39150.93,34669.84,33261.7,27419.21,29378.12,22563.0407,22399.9656
Ddx59,7898.118,8066.653,6838.371,7077.337,5110.158,5157.612,3479.6957,3356.204
Dntt,21495.505,22396.38,20615.14,21504.67,14172.332,14729.91,12469.2656,13447.5124
Elf1,107761.0673,110336.8554,98866.43838,105271.7566,78237.15325,91804.862,60521.30148,61731.78243
Elf4,11340.2465,10631.43433,9970.445333,10059.561,8147.083667,8829.371,7525.906783,7241.28645
Eps15,46271.7345,46173.27825,57395.4575,53843.835,49183.66425,49208.93775,42374.52185,42581.30643
Fam129a,92285.4672,98059.317,113687.6916,115502.2076,78511.9942,72545.248,65230.11416,60718.02314
Fam65b,48789.0205,47693.563,43832.719,41063.72244,39135.42619,39006.44638,26897.57735,28124.30426
Fli1,8686.533,9028.7976,8166.773,8115.4348,7812.0106,7543.1624,6704.46732,6618.74476
Fmnl1,289216.5775,288493.355,271517.3475,290301.465,248116.3598,250050.425,222681.4177,211817.3458
Foxj2,6011.750667,6277.801,5729.528333,5095.846,4376.656,4504.313333,3643.660233,3565.540967
Fra10ac1,60578.825,57742.255,59435.81,58873.335,48336.192,50279.43,38853.83785,39964.1326
Gdf7,16151.92,15288.75,14598.04,14461.75,15008.413,14206.19,10528.2728,9200.9685
Gpsm3,76500.51533,77584.74633,79965.10433,72561.30167,66568.55767,65244.896,45888.40133,47358.09437
Gtf3c4,42738.89,44147.07,44508.04,40776.12,35863.978,36897.57,24337.8881,25566.0192
Itpr3,15999.27033,16038.52567,15757.36467,14579.40733,12614.97233,12299.04767,11260.18583,10714.91957
Kbtbd11,92552.29214,87212.88171,87916.56871,81597.58829,79031.24929,79361.963,58834.23084,60284.98337
Khsrp,28656.27833,28340.68167,25546.8,26106.58167,23130.05533,24452.78,21760.11195,21824.76775
Ldlrap1,81386.92,79528.38,65086.69,79332.47,53469.361,47335.21,32029.6576,34245.8306
Mageb16,25654.92,25448.575,27009.41,25237.33,17635.5045,17102.645,14850.57645,13857.1033
Mdm1,17981.88613,17024.36238,16465.49938,16224.6665,17334.871,17817.49175,12134.10105,12392.80776
Mib2,20227.82,19798.5,16754.44,18856.19,12540.335,11753.99,10535.0531,11606.2368
Mki67,9394.376,9306.918,9894.385,11348.73,5419.402,5733.963,5353.0313,5273.5065
No66,10051.46333,8720.113,11176.314,12386.584,7471.317,6978.957333,5120.591667,5891.454067
Pagr1b,152966.86,146175.67,157632.245,160011.45,123458.468,132235.345,101981.9449,101605.6338
Pard6a,77833.42,80777.66,78809.88,83363.15,61970.933,68552.56,41944.8377,49109.1853
Pdha1,44981.99118,42964.37736,31787.19391,37153.62245,20675.42273,24808.528,10837.6755,10948.9258
Plekhg2,8308.348,8991.8245,9279.994,8866.1205,8195.953,8238.0125,6644.9375,6559.0023
Prcc,39213.70929,37981.60657,35137.60843,36393.69386,34243.83,34941.53057,32151.61707,31497.61963
Prkcq,19591.47,21780.57,19056.37,20543.54,13531.705,11553.39,7960.9427,8926.7628
Ralgps2,30279.2518,30761.3491,29450.8184,31547.9516,25091.4127,25531.6163,23743.86164,22678.48729
S100a13,12844.19,12219.66,11593.9,11182.99,5854.328,5769.433,5820.5891,4546.1895
Sik2,10195.46,10571.1335,10443.9635,10519.239,7115.4385,7244.148,7413.5247,6289.7533
Srrt,247266.7,250262.118,246198.356,234730.79,202372.1412,211129.15,193796.9451,187546.007
Tbc1d1,48861.1325,46562.23425,49660.1905,48234.88775,44099.72325,43982.57675,35946.39655,36098.53205
Tcp1,16206.44033,15466.791,15476.01933,15307.858,13472.08933,13950.57267,11112.03123,11556.77467
Tmem11,25518.155,24442.885,28359.48,23085.045,10242.0015,9859.3675,8168.5288,9664.20785
Tnpo1,6646.069,6625.135,5550.297,5743.198,4162.112,3708.658,2496.9527,2388.8445
Vmn1r75,7209.762,8070.233,5777.423,5243.589,4738.315,4895.651,2959.4009,2983.4524
Zbtb33,10981.7,11441.885,10501.155,10574.145,8765.2665,8967.7325,10245.38395,10027.046
Zcchc17,23728.76,23147.61,30130.16,26257.94,13194.039,12040.85,12402.5151,12139.8506
Zfp760,44567.09,37109.79,47651.51,46949.04,30556.779,30941.06,16559.4639,20693.1622
X0610011F06Rik,94013.01,96706.97,86907.53,87665.3,71351.22,76150.16,63532.4793,66124.6521
Arrdc1,9822.189,9689.456,11307.63,11322.57,13962.047,14383.56,11660.2682,11411.3866
Atf7ip,24407.65964,24331.8705,23091.32,23100.00864,21040.31307,21576.83114,20219.32701,20547.38857
Atp8a2,6150.3,6586.227,6555.235,5948.866,7289.382,7400.621,9080.8372,9288.3817
Bach1,8037.5475,8119.313,6052.265,5452.156,10077.007,9877.887,8252.5939,7457.40635
Bola1,14312.59,14448.955,12393.44,12680.975,12625.4195,12978.155,14693.0676,14849.97325
Brca1,5677.4395,5610.831,6075.254,6638.681,4911.2095,4887.4355,8069.04185,8103.3859
Cap1,39223.717,39756.1965,55673.1295,55485.0285,44704.506,44711.696,42473.39205,39831.2625
Ccne1,38619.56,37903.35,40753.845,45013.515,39058.82,39461.745,54634.2792,55518.61665
Cep63,49973.63,48658.29,59220.91,58644.03,58346.059,55909.85,59062.2664,57969.2949
Chfr,22266.92667,22047.11333,28527.15667,27229.76,24831.63367,25863.06667,22653.78367,22019.98923
