GeneName,0h.a,0h.b,2h.a,2h.b,8h.a,8h.b,16h.a,16h.b
Srrm1,5.9E+04,6.1E+04,5.8E+04,5.6E+04,5.6E+04,5.6E+04,5.5E+04,5.5E+04
Srrm1,2.5E+04,2.6E+04,2.1E+04,2.3E+04,2.6E+04,2.8E+04,2.7E+04,2.7E+04
Srrm1,1.8E+04,1.7E+04,1.3E+04,1.7E+04,1.6E+04,1.5E+04,1.4E+04,1.6E+04
Srrm1,1.8E+04,1.4E+04,1.8E+04,1.5E+04,1.7E+04,1.8E+04,1.5E+04,1.5E+04
Srrm1,6.5E+03,6.4E+03,7.6E+03,6.8E+03,8.1E+03,5.6E+03,5.8E+03,6.6E+03
Srrm1,8.9E+03,9.0E+03,1.0E+04,1.0E+04,8.9E+03,7.2E+03,8.7E+03,6.9E+03
Srrm1,9.9E+03,8.3E+03,7.6E+03,9.8E+03,8.2E+03,8.0E+03,7.5E+03,6.6E+03
Srrm1,1.1E+04,1.3E+04,1.7E+04,1.3E+04,1.1E+04,1.1E+04,1.2E+04,1.0E+04
Srrm1,4.9E+03,6.2E+03,4.3E+03,4.6E+03,3.6E+03,4.8E+03,4.4E+03,4.2E+03
Srrm1,7.1E+03,6.7E+03,6.1E+03,5.6E+03,9.1E+03,8.1E+03,7.1E+03,8.7E+03
Srrm1,6.1E+03,4.9E+03,5.0E+03,4.2E+03,4.8E+03,4.0E+03,5.1E+03,4.6E+03
Srrm1,1.3E+04,1.0E+04,9.0E+03,1.0E+04,1.0E+04,1.2E+04,7.6E+03,8.8E+03
Srrm1,1.7E+04,1.8E+04,1.5E+04,1.4E+04,1.6E+04,1.7E+04,1.8E+04,1.8E+04
Srrm1,1.4E+05,1.6E+05,1.2E+05,1.2E+05,1.1E+05,1.2E+05,1.0E+05,9.7E+04
Srrm1,2.2E+04,2.3E+04,1.8E+04,1.7E+04,2.4E+04,2.7E+04,3.2E+04,2.6E+04
Srrm1,5.6E+04,4.4E+04,3.5E+04,4.0E+04,4.2E+04,3.8E+04,3.5E+04,3.5E+04
Srrm1,8.5E+03,9.5E+03,6.9E+03,5.8E+03,7.6E+03,6.8E+03,7.0E+03,8.2E+03
Srrm1,2.6E+04,3.2E+04,2.9E+04,3.6E+04,1.6E+04,2.1E+04,1.4E+04,1.9E+04
Srrm1,1.6E+04,1.6E+04,1.2E+04,1.3E+04,1.4E+04,1.5E+04,1.2E+04,1.3E+04
Srrm1,2.6E+04,2.9E+04,2.2E+04,2.3E+04,2.2E+04,2.0E+04,2.4E+04,2.5E+04
Srrm1,1.3E+04,9.7E+03,1.1E+04,8.9E+03,1.2E+04,1.2E+04,1.4E+04,1.5E+04
Srrm1,1.1E+04,1.0E+04,1.0E+04,1.0E+04,9.9E+03,8.8E+03,8.0E+03,8.0E+03
Srrm1,8.7E+03,1.2E+04,4.6E+03,7.3E+03,7.8E+03,9.1E+03,7.7E+03,1.3E+04
Srrm1,6.2E+03,4.7E+03,6.0E+03,5.9E+03,6.8E+03,5.4E+03,5.1E+03,5.4E+03
Srrm1,2.5E+04,2.5E+04,2.1E+04,2.7E+04,1.9E+04,1.9E+04,1.7E+04,1.9E+04
Srrm1,1.0E+05,1.0E+05,1.0E+05,9.1E+04,8.0E+04,8.1E+04,8.7E+04,8.2E+04
Srrm1,1.4E+04,7.9E+03,2.1E+04,2.0E+04,1.2E+04,1.3E+04,1.3E+04,1.3E+04
Srrm1,1.2E+04,1.3E+04,1.1E+04,1.2E+04,9.8E+03,9.8E+03,1.2E+04,1.2E+04
Srrm1,9.4E+03,9.2E+03,8.1E+03,9.3E+03,7.4E+03,6.9E+03,8.5E+03,8.5E+03
Srrm1,3.8E+04,3.4E+04,2.6E+04,3.1E+04,3.1E+04,2.9E+04,2.3E+04,2.6E+04
Srrm1,3.0E+04,3.1E+04,2.8E+04,2.6E+04,2.7E+04,2.8E+04,2.5E+04,2.4E+04
Srrm1,1.9E+04,2.2E+04,2.4E+04,2.1E+04,1.9E+04,1.8E+04,1.5E+04,1.5E+04
Srrm1,8.7E+03,8.5E+03,9.5E+03,9.3E+03,7.8E+03,8.0E+03,1.0E+04,9.7E+03
Srrm1,4.5E+03,4.9E+03,5.4E+03,4.7E+03,5.1E+03,5.0E+03,4.8E+03,5.9E+03
Srrm1,3.9E+04,4.0E+04,3.9E+04,4.4E+04,3.6E+04,3.9E+04,3.6E+04,3.3E+04
Srrm1,5.8E+03,6.2E+03,6.6E+03,5.3E+03,5.0E+03,6.3E+03,5.1E+03,4.7E+03
Srrm1,1.2E+04,1.1E+04,1.6E+04,1.5E+04,1.5E+04,1.4E+04,1.4E+04,1.3E+04
Srrm1,3.7E+03,1.8E+03,4.1E+03,3.6E+03,3.3E+03,2.8E+03,2.4E+03,2.5E+03
Srrm1,1.2E+04,1.5E+04,1.2E+04,1.2E+04,9.4E+03,1.1E+04,8.8E+03,9.3E+03
Srrm1,2.7E+04,2.0E+04,2.0E+04,1.5E+04,1.7E+04,1.7E+04,1.2E+04,1.4E+04
Srrm1,6.1E+03,6.3E+03,7.4E+03,5.6E+03,6.0E+03,7.4E+03,5.4E+03,6.0E+03
Srrm1,2.2E+04,2.3E+04,2.5E+04,2.4E+04,1.7E+04,1.8E+04,1.6E+04,2.0E+04
Srrm1,5.0E+03,5.5E+03,5.2E+03,4.6E+03,4.7E+03,3.7E+03,4.3E+03,4.8E+03
Srrm1,8.0E+04,6.3E+04,5.3E+04,4.4E+04,6.4E+04,7.2E+04,5.1E+04,6.1E+04
Srrm1,3.0E+04,3.4E+04,3.1E+04,3.1E+04,2.8E+04,2.9E+04,2.5E+04,2.7E+04
Srrm1,5.0E+03,5.2E+03,5.5E+03,4.1E+03,5.4E+03,5.4E+03,4.1E+03,4.8E+03
Srrm1,1.0E+04,1.2E+04,1.2E+04,1.1E+04,9.7E+03,9.8E+03,1.0E+04,9.6E+03
Srrm1,7.5E+03,1.2E+04,4.6E+03,6.0E+03,7.3E+03,1.1E+04,7.8E+03,1.2E+04
Srrm1,5.6E+04,4.9E+04,4.2E+04,3.7E+04,4.7E+04,4.9E+04,4.0E+04,4.3E+04
Srrm1,1.0E+04,1.3E+04,8.7E+03,9.1E+03,8.7E+03,8.2E+03,7.5E+03,8.9E+03
Srrm1,2.4E+04,2.2E+04,2.1E+04,2.3E+04,2.3E+04,2.3E+04,2.0E+04,2.3E+04
Srrm1,2.8E+04,2.8E+04,4.1E+04,3.8E+04,3.0E+04,2.7E+04,2.9E+04,2.8E+04
Srrm1,1.2E+05,1.1E+05,1.1E+05,9.2E+04,9.7E+04,1.0E+05,9.7E+04,9.5E+04
Srrm1,2.8E+04,2.4E+04,1.8E+04,1.3E+04,1.9E+04,2.0E+04,2.0E+04,2.0E+04
Srrm1,1.0E+04,9.6E+03,1.4E+04,1.2E+04,1.0E+04,9.1E+03,9.9E+03,1.0E+04
Srrm1,2.2E+04,2.3E+04,1.9E+04,1.7E+04,1.5E+04,1.7E+04,1.6E+04,1.7E+04
Srrm1,2.2E+05,2.3E+05,2.5E+05,2.3E+05,2.1E+05,2.1E+05,2.2E+05,2.3E+05
Srrm1,1.0E+04,9.8E+03,1.1E+04,1.1E+04,1.2E+04,1.2E+04,9.6E+03,9.9E+03
Srrm1,4.6E+05,2.5E+05,6.6E+05,6.0E+05,4.4E+05,4.6E+05,3.4E+05,3.3E+05
Srrm1,4.5E+04,4.1E+04,5.9E+04,5.5E+04,4.7E+04,4.2E+04,4.1E+04,4.1E+04
Srrm1,3.8E+04,4.0E+04,3.5E+04,3.4E+04,2.9E+04,3.0E+04,2.8E+04,2.9E+04
Srrm1,8.8E+04,8.8E+04,7.8E+04,7.1E+04,6.9E+04,6.8E+04,6.3E+04,5.9E+04
Srrm1,2.4E+04,2.5E+04,2.2E+04,2.1E+04,2.6E+04,2.6E+04,2.6E+04,2.5E+04
Srrm1,4.1E+04,4.0E+04,4.0E+04,3.5E+04,3.7E+04,3.5E+04,3.6E+04,3.3E+04
Srrm1,1.1E+05,1.1E+05,1.1E+05,1.0E+05,9.6E+04,9.7E+04,9.2E+04,9.3E+04
Srrm1,7.0E+04,7.1E+04,8.1E+04,6.1E+04,6.2E+04,6.0E+04,5.8E+04,5.6E+04
Srrm1,3.4E+04,2.6E+04,3.7E+04,3.1E+04,3.2E+04,3.2E+04,2.5E+04,2.9E+04
Srrm1,4.6E+05,4.9E+05,4.4E+05,4.5E+05,4.3E+05,4.2E+05,4.4E+05,4.7E+05
Srrm1,2.3E+05,1.8E+05,2.1E+05,2.1E+05,1.9E+05,2.0E+05,1.6E+05,2.0E+05
Srrm1,3.5E+04,3.7E+04,3.1E+04,3.0E+04,2.7E+04,2.9E+04,2.5E+04,2.4E+04
Srrm1,7.8E+05,4.8E+05,1.0E+06,7.8E+05,7.4E+05,7.7E+05,5.1E+05,5.8E+05
Srrm1,3.8E+05,3.9E+05,3.5E+05,3.5E+05,3.1E+05,3.0E+05,2.9E+05,2.9E+05
Srrm1,2.2E+05,2.3E+05,2.3E+05,2.0E+05,2.0E+05,2.0E+05,1.9E+05,2.0E+05
Srrm1,5.7E+04,5.4E+04,7.4E+04,5.1E+04,6.4E+04,6.5E+04,5.6E+04,5.8E+04
Srrm1,1.0E+05,1.0E+05,1.0E+05,9.2E+04,8.7E+04,8.8E+04,8.3E+04,8.8E+04
Srrm1,1.8E+05,1.3E+05,1.9E+05,1.6E+05,1.7E+05,1.7E+05,1.3E+05,1.5E+05
Srrm1,2.3E+05,1.8E+05,2.6E+05,2.4E+05,2.5E+05,2.5E+05,1.9E+05,2.1E+05
Srrm1,2.4E+05,2.4E+05,2.3E+05,2.2E+05,2.1E+05,2.2E+05,2.1E+05,2.1E+05
Srrm1,3.0E+04,3.1E+04,2.7E+04,2.8E+04,3.2E+04,3.1E+04,3.2E+04,3.1E+04
Srrm1,2.1E+05,2.1E+05,2.3E+05,2.1E+05,2.0E+05,2.0E+05,2.0E+05,2.0E+05
Srrm1,1.5E+05,1.5E+05,1.7E+05,1.5E+05,1.4E+05,1.4E+05,1.2E+05,1.3E+05
Srrm1,7.8E+04,7.7E+04,8.2E+04,8.2E+04,7.0E+04,8.0E+04,7.3E+04,8.3E+04
Srrm1,2.0E+05,2.0E+05,1.9E+05,1.7E+05,1.7E+05,1.8E+05,1.8E+05,1.7E+05
Srrm1,5.8E+04,5.7E+04,6.5E+04,5.7E+04,5.4E+04,5.5E+04,5.2E+04,5.5E+04
Srrm1,3.6E+05,3.6E+05,3.7E+05,3.7E+05,3.3E+05,3.6E+05,3.3E+05,3.8E+05
Srrm1,1.9E+05,1.9E+05,1.8E+05,1.7E+05,1.6E+05,1.7E+05,1.7E+05,1.9E+05
Srrm1,2.1E+05,2.2E+05,1.7E+05,1.7E+05,1.5E+05,1.6E+05,1.5E+05,1.5E+05
Srrm1,3.0E+05,3.1E+05,3.1E+05,2.9E+05,2.8E+05,2.9E+05,2.7E+05,2.8E+05
Srrm2,3.7E+04,2.7E+04,3.9E+04,2.8E+04,2.6E+04,2.9E+04,1.7E+04,1.9E+04
Srrm2,1.4E+04,1.6E+04,1.5E+04,1.3E+04,1.5E+04,1.4E+04,1.4E+04,1.4E+04
Srrm2,1.1E+04,1.1E+04,1.3E+04,1.1E+04,1.2E+04,1.2E+04,1.2E+04,1.4E+04
Srrm2,6.6E+03,6.4E+03,8.0E+03,6.3E+03,7.0E+03,7.6E+03,7.8E+03,8.2E+03
Srrm2,9.2E+03,9.4E+03,1.1E+04,8.8E+03,9.8E+03,8.5E+03,8.7E+03,8.6E+03
Srrm2,3.6E+04,3.3E+04,3.5E+04,3.1E+04,3.5E+04,3.2E+04,3.2E+04,3.6E+04
Srrm2,4.9E+04,5.1E+04,5.5E+04,4.2E+04,4.6E+04,5.0E+04,4.6E+04,4.7E+04
Srrm2,7.0E+04,7.3E+04,8.9E+04,6.5E+04,7.4E+04,7.5E+04,7.5E+04,7.5E+04
Srrm2,6.2E+03,5.2E+03,7.3E+03,4.8E+03,6.7E+03,6.6E+03,5.7E+03,7.1E+03
Srrm2,5.6E+03,5.5E+03,1.9E+04,1.2E+04,4.4E+03,6.0E+03,6.9E+03,5.0E+03
Srrm2,1.7E+04,1.7E+04,2.5E+04,1.8E+04,2.0E+04,1.9E+04,1.9E+04,2.0E+04
Srrm2,3.5E+04,2.0E+04,5.1E+04,3.4E+04,3.4E+04,3.7E+04,2.8E+04,3.0E+04
Srrm2,8.1E+04,4.7E+04,1.0E+05,7.5E+04,8.0E+04,8.0E+04,5.9E+04,6.7E+04
Srrm2,1.7E+04,1.8E+04,2.3E+04,1.5E+04,1.9E+04,1.7E+04,1.4E+04,1.5E+04
Srrm2,1.4E+05,7.9E+04,1.9E+05,1.4E+05,1.5E+05,1.5E+05,1.1E+05,1.2E+05
Srrm2,3.2E+04,3.3E+04,5.0E+04,4.2E+04,4.5E+04,4.5E+04,4.7E+04,4.8E+04
Srrm2,1.0E+05,1.0E+05,1.3E+05,8.3E+04,9.7E+04,9.8E+04,9.6E+04,9.3E+04
Srrm2,9.7E+04,9.9E+04,1.2E+05,8.7E+04,9.4E+04,9.7E+04,9.1E+04,9.2E+04
Srrm2,3.2E+05,3.3E+05,3.6E+05,3.0E+05,3.2E+05,3.2E+05,3.0E+05,3.2E+05
Srrm2,1.4E+04,1.7E+04,1.9E+04,1.8E+04,1.1E+04,1.0E+04,1.1E+04,1.3E+04
Srrm2,6.9E+05,8.4E+05,8.8E+05,8.2E+05,7.5E+05,8.1E+05,8.0E+05,7.9E+05
Srrm2,6.5E+03,3.8E+03,1.0E+04,6.8E+03,9.0E+03,9.0E+03,5.3E+03,7.8E+03
Srrm2,1.8E+04,2.1E+04,1.8E+04,1.9E+04,2.1E+04,2.1E+04,2.2E+04,2.1E+04
Srrm2,5.2E+03,3.9E+03,5.0E+03,5.6E+03,3.4E+03,4.3E+03,2.8E+03,3.6E+03
Srrm2,4.6E+03,5.0E+03,5.2E+03,5.4E+03,5.8E+03,4.3E+03,6.4E+03,6.1E+03
Srrm2,3.8E+03,4.5E+03,6.2E+03,4.1E+03,8.2E+03,5.7E+03,8.4E+03,6.8E+03
Srrm2,5.4E+05,5.4E+05,5.2E+05,4.9E+05,4.0E+05,4.5E+05,3.9E+05,3.9E+05
Srrm2,6.1E+04,6.3E+04,6.5E+04,4.4E+04,4.1E+04,4.4E+04,4.0E+04,4.6E+04
Srrm2,1.9E+04,2.0E+04,1.4E+04,1.4E+04,1.7E+04,1.8E+04,2.0E+04,1.8E+04
Srrm2,1.6E+04,1.7E+04,2.6E+04,1.5E+04,1.5E+04,1.5E+04,1.2E+04,1.4E+04
Srrm2,1.4E+04,1.2E+04,1.7E+04,1.2E+04,9.7E+03,1.0E+04,7.8E+03,7.9E+03
Srrm2,1.1E+04,1.3E+04,9.5E+03,1.1E+04,1.6E+04,1.7E+04,1.5E+04,1.9E+04
Srrm2,3.2E+04,1.8E+04,3.8E+04,3.5E+04,4.7E+04,4.8E+04,5.0E+04,5.8E+04
Srrm2,5.5E+04,3.1E+04,4.6E+04,3.8E+04,2.5E+04,2.7E+04,2.4E+04,2.6E+04
Srrm2,3.1E+04,4.8E+04,2.8E+04,3.1E+04,1.3E+04,1.5E+04,1.6E+04,1.7E+04
Srrm2,1.5E+04,1.5E+04,1.4E+04,1.4E+04,1.6E+04,1.4E+04,1.5E+04,1.4E+04
Srrm2,2.1E+04,2.2E+04,1.8E+04,1.8E+04,2.2E+04,1.9E+04,2.2E+04,2.5E+04
Srrm2,1.4E+04,1.4E+04,1.7E+04,1.3E+04,1.5E+04,1.5E+04,1.2E+04,1.2E+04
Srrm2,3.0E+04,2.9E+04,2.8E+04,2.8E+04,2.8E+04,3.0E+04,3.9E+04,3.5E+04
Srrm2,1.5E+04,1.5E+04,1.8E+04,1.5E+04,1.8E+04,1.7E+04,2.2E+04,2.6E+04
Srrm2,5.3E+03,6.0E+03,5.0E+03,4.3E+03,5.1E+03,4.3E+03,4.6E+03,6.2E+03
Srrm2,6.5E+03,5.6E+03,6.4E+03,4.4E+03,6.0E+03,5.5E+03,5.5E+03,4.9E+03
Srrm2,2.6E+04,2.6E+04,2.2E+04,1.8E+04,2.6E+04,2.5E+04,2.7E+04,3.1E+04
Srrm2,4.7E+03,4.7E+03,4.2E+03,4.7E+03,3.7E+03,3.2E+03,4.3E+03,4.3E+03
Srrm2,7.9E+03,6.8E+03,8.3E+03,7.4E+03,8.2E+03,8.1E+03,7.9E+03,9.2E+03
Srrm2,1.1E+04,9.4E+03,1.2E+04,8.5E+03,8.6E+03,8.9E+03,6.3E+03,8.8E+03
Srrm2,4.8E+03,6.9E+03,2.9E+03,4.7E+03,2.9E+03,2.8E+03,2.6E+03,2.8E+03
Srrm2,6.9E+03,7.3E+03,6.4E+03,5.5E+03,6.2E+03,6.3E+03,5.9E+03,7.0E+03
Srrm2,8.2E+03,7.7E+03,1.1E+04,8.8E+03,1.0E+04,1.1E+04,9.8E+03,8.8E+03
Srrm2,1.2E+04,1.3E+04,1.6E+04,1.2E+04,1.2E+04,1.4E+04,1.3E+04,1.6E+04
Srrm2,1.4E+05,1.4E+05,1.6E+05,1.7E+05,1.5E+05,1.4E+05,1.4E+05,1.5E+05
Srrm2,1.4E+05,1.4E+05,1.5E+05,1.4E+05,1.5E+05,1.5E+05,1.6E+05,1.7E+05
Srrm2,1.2E+04,1.3E+04,1.7E+04,1.2E+04,9.4E+03,1.1E+04,8.6E+03,5.0E+03
Srrm2,7.6E+03,8.4E+03,8.8E+03,7.4E+03,6.4E+03,7.2E+03,6.5E+03,6.2E+03
Srrm2,6.1E+03,8.1E+03,8.0E+03,8.0E+03,9.0E+03,7.5E+03,6.7E+03,1.0E+04
Srrm2,5.2E+03,5.8E+03,6.9E+03,4.5E+03,6.7E+03,5.6E+03,7.0E+03,8.4E+03
Srrm2,2.3E+04,2.3E+04,3.0E+04,1.9E+04,2.3E+04,2.2E+04,2.1E+04,2.3E+04
Srrm2,1.3E+04,1.4E+04,1.3E+04,9.2E+03,8.1E+03,8.5E+03,1.0E+04,9.8E+03
Srrm2,1.4E+04,1.4E+04,1.8E+04,1.3E+04,1.3E+04,1.5E+04,1.4E+04,1.6E+04
Srrm2,8.1E+04,8.4E+04,7.4E+04,8.6E+04,7.3E+04,7.7E+04,6.8E+04,6.5E+04
Srrm2,1.2E+04,1.4E+04,1.4E+04,1.0E+04,1.0E+04,1.4E+04,1.3E+04,1.1E+04
Srrm2,4.0E+05,2.0E+05,4.2E+05,2.7E+05,1.8E+05,2.3E+05,1.6E+05,1.7E+05
Srrm2,8.2E+03,8.4E+03,6.6E+03,5.0E+03,7.4E+03,8.9E+03,9.3E+03,1.0E+04
Srrm2,5.7E+03,4.5E+03,5.2E+03,6.3E+03,5.3E+03,5.2E+03,7.7E+03,7.4E+03
Srrm2,2.1E+04,2.9E+04,2.0E+04,1.9E+04,9.6E+03,1.2E+04,1.2E+04,1.5E+04
Srrm2,1.2E+04,1.1E+04,1.6E+04,1.4E+04,1.3E+04,1.2E+04,9.6E+03,1.1E+04
Srrm2,1.6E+05,9.1E+04,1.6E+05,1.4E+05,1.5E+05,1.5E+05,1.3E+05,1.6E+05
Srrm2,9.9E+04,5.4E+04,1.2E+05,1.0E+05,1.4E+05,1.5E+05,1.2E+05,1.3E+05
Srrm2,1.7E+05,2.0E+05,1.8E+05,1.6E+05,1.6E+05,1.7E+05,2.0E+05,2.2E+05
Srrm2,1.0E+04,1.0E+04,8.3E+03,1.1E+04,1.1E+04,1.0E+04,1.1E+04,1.0E+04
Srrm2,2.3E+04,2.0E+04,1.9E+04,2.3E+04,2.1E+04,2.0E+04,2.1E+04,1.8E+04
Srrm2,1.3E+04,1.7E+04,1.4E+04,1.3E+04,1.4E+04,1.4E+04,1.4E+04,1.3E+04
Srrm2,9.8E+03,9.8E+03,7.4E+03,9.6E+03,1.1E+04,8.2E+03,1.2E+04,1.0E+04
Srrm2,2.6E+04,2.5E+04,2.2E+04,2.4E+04,2.9E+04,2.7E+04,3.0E+04,3.0E+04
Srrm2,4.1E+03,4.9E+03,3.6E+03,4.2E+03,5.3E+03,4.5E+03,4.5E+03,5.1E+03
Srrm2,5.5E+04,4.6E+04,5.2E+04,5.6E+04,6.6E+04,6.4E+04,5.6E+04,7.0E+04
Srrm2,1.1E+04,1.2E+04,1.1E+04,1.0E+04,1.0E+04,1.0E+04,1.3E+04,1.2E+04
Srrm2,4.4E+03,4.0E+03,4.2E+03,4.7E+03,3.7E+03,4.8E+03,5.3E+03,6.4E+03
Srrm2,8.1E+03,7.8E+03,1.0E+04,8.4E+03,7.8E+03,7.5E+03,6.7E+03,9.4E+03
Srrm2,1.1E+04,8.3E+03,1.5E+04,9.9E+03,1.2E+04,1.5E+04,1.4E+04,1.3E+04
Srrm2,6.0E+03,7.7E+03,5.8E+03,6.5E+03,6.0E+03,7.1E+03,8.0E+03,8.5E+03
Srrm2,5.9E+03,5.3E+03,5.7E+03,4.9E+03,6.8E+03,9.7E+03,6.5E+03,8.8E+03
Srrm2,1.4E+04,1.7E+04,1.0E+04,1.3E+04,1.4E+04,1.4E+04,1.7E+04,1.7E+04
Srrm2,1.1E+04,1.2E+04,1.4E+04,1.2E+04,6.0E+03,9.5E+03,7.4E+03,8.9E+03
Srrm2,1.3E+04,1.1E+04,1.3E+04,9.0E+03,1.0E+04,1.1E+04,9.1E+03,9.3E+03
Srrm2,2.2E+04,2.2E+04,2.0E+04,1.7E+04,1.6E+04,1.4E+04,1.5E+04,1.5E+04
Srrm2,4.4E+05,4.4E+05,4.0E+05,3.2E+05,3.9E+05,4.0E+05,4.2E+05,4.0E+05
Srrm2,2.2E+04,1.5E+04,2.6E+04,1.7E+04,2.0E+04,1.9E+04,1.3E+04,1.4E+04
Srrm2,9.7E+03,9.9E+03,7.1E+03,8.1E+03,6.9E+03,6.3E+03,6.0E+03,7.8E+03
Srrm2,6.6E+03,6.4E+03,7.0E+03,4.9E+03,5.8E+03,5.7E+03,7.8E+03,6.6E+03
Srrm2,2.4E+04,1.6E+04,2.5E+04,2.0E+04,2.4E+04,2.6E+04,2.0E+04,2.0E+04
Srrm2,1.9E+04,1.9E+04,1.8E+04,1.9E+04,1.7E+04,1.6E+04,1.9E+04,1.7E+04
Srrm2,1.0E+04,8.5E+03,1.3E+04,9.3E+03,8.6E+03,9.3E+03,8.0E+03,9.4E+03
Srrm2,1.0E+04,9.5E+03,9.3E+03,9.8E+03,9.3E+03,8.6E+03,1.0E+04,9.7E+03
Srrm2,1.2E+04,1.2E+04,1.5E+04,1.1E+04,1.3E+04,1.3E+04,1.2E+04,1.2E+04
Srrm2,6.9E+03,4.9E+03,4.7E+03,4.4E+03,6.4E+03,4.7E+03,5.3E+03,5.8E+03
Srrm2,1.1E+04,1.2E+04,1.2E+04,1.2E+04,1.4E+04,1.1E+04,1.4E+04,1.8E+04
Srrm2,1.9E+05,1.9E+05,2.2E+05,1.8E+05,1.6E+05,1.7E+05,1.4E+05,1.4E+05
Srrm2,9.5E+03,9.9E+03,7.9E+03,9.0E+03,8.6E+03,9.5E+03,1.1E+04,1.1E+04
Srrm2,6.3E+03,7.3E+03,6.1E+03,6.0E+03,7.6E+03,7.1E+03,7.4E+03,7.0E+03
Srrm2,3.4E+04,2.0E+04,5.0E+04,3.8E+04,3.2E+04,3.4E+04,2.1E+04,2.2E+04
Srrm2,5.0E+04,2.3E+04,9.2E+04,6.0E+04,4.6E+04,5.6E+04,3.0E+04,3.7E+04
Srrm2,9.0E+04,1.1E+05,9.8E+04,9.3E+04,1.1E+05,1.3E+05,1.3E+05,1.6E+05
Srrm2,8.6E+03,7.8E+03,9.0E+03,6.7E+03,8.5E+03,9.9E+03,7.3E+03,6.6E+03
Srrm2,2.9E+04,2.0E+04,3.5E+04,3.0E+04,4.3E+04,4.4E+04,3.7E+04,4.3E+04
Srrm2,9.3E+03,8.6E+03,1.1E+04,7.4E+03,9.7E+03,8.0E+03,9.6E+03,8.4E+03
Srrm2,2.1E+04,1.5E+04,5.2E+04,3.8E+04,2.0E+04,2.8E+04,1.5E+04,1.8E+04
Srrm2,2.4E+04,1.7E+04,2.6E+04,2.3E+04,2.4E+04,2.5E+04,2.3E+04,2.5E+04
Srrm2,9.6E+03,1.0E+04,9.1E+03,9.8E+03,1.1E+04,1.1E+04,1.2E+04,1.2E+04
Srrm2,7.0E+04,9.2E+04,1.1E+05,9.6E+04,1.1E+05,1.2E+05,1.4E+05,1.6E+05
Srrm2,1.2E+04,1.1E+04,1.3E+04,1.2E+04,1.1E+04,1.1E+04,1.0E+04,1.2E+04
Srrm2,7.6E+03,6.5E+03,8.2E+03,6.4E+03,7.5E+03,6.7E+03,8.6E+03,7.4E+03
Srrm2,6.9E+03,6.1E+03,7.4E+03,6.6E+03,7.9E+03,7.4E+03,9.1E+03,8.0E+03
Srrm2,1.7E+05,1.7E+05,1.8E+05,1.6E+05,1.3E+05,1.3E+05,1.3E+05,1.2E+05
Srrm2,1.0E+04,9.5E+03,1.2E+04,9.8E+03,1.2E+04,1.0E+04,1.1E+04,1.1E+04
Srrm2,6.7E+03,7.2E+03,5.3E+03,6.2E+03,8.4E+03,8.3E+03,8.0E+03,8.6E+03
Srrm2,3.1E+04,3.4E+04,3.1E+04,3.3E+04,3.4E+04,3.4E+04,3.6E+04,3.9E+04
Srrm2,6.4E+03,7.4E+03,5.8E+03,6.6E+03,8.4E+03,8.2E+03,8.5E+03,9.0E+03
Srrm2,2.0E+04,1.8E+04,2.2E+04,1.7E+04,2.0E+04,1.9E+04,1.8E+04,2.1E+04
Srrm2,7.8E+03,7.8E+03,1.1E+04,6.1E+03,7.9E+03,9.7E+03,6.1E+03,8.4E+03
Srrm2,1.5E+04,1.9E+04,1.7E+04,1.5E+04,1.2E+04,1.3E+04,1.0E+04,9.6E+03
Srrm2,8.3E+04,8.7E+04,9.4E+04,8.9E+04,9.4E+04,9.1E+04,1.0E+05,9.8E+04
Srrm2,5.2E+03,6.3E+03,6.4E+03,4.3E+03,5.8E+03,4.9E+03,5.7E+03,5.8E+03
Srrm2,2.5E+04,2.7E+04,2.5E+04,2.0E+04,2.6E+04,2.5E+04,2.5E+04,2.4E+04
Srrm2,1.4E+04,1.4E+04,1.5E+04,1.5E+04,1.5E+04,1.5E+04,1.6E+04,1.5E+04
Srrm2,6.1E+03,6.5E+03,6.6E+03,5.6E+03,6.0E+03,5.7E+03,5.3E+03,5.9E+03
Srrm2,9.7E+03,1.1E+04,1.1E+04,9.8E+03,9.2E+03,8.5E+03,8.7E+03,8.8E+03
Srrm2,2.3E+04,2.6E+04,2.5E+04,2.0E+04,2.2E+04,2.5E+04,2.5E+04,2.5E+04
Srrm2,1.7E+04,1.7E+04,1.6E+04,1.7E+04,1.8E+04,1.8E+04,2.5E+04,2.0E+04
Srrm2,3.0E+03,3.2E+03,4.3E+03,2.8E+03,8.2E+03,6.0E+03,7.4E+03,6.2E+03
Srrm2,5.4E+03,6.2E+03,6.1E+03,6.9E+03,6.7E+03,6.7E+03,7.0E+03,7.4E+03
Srrm2,1.4E+04,7.8E+03,1.1E+04,9.7E+03,8.2E+03,8.5E+03,5.2E+03,7.1E+03
Srrm2,1.8E+05,1.5E+05,1.5E+05,1.3E+05,1.1E+05,1.3E+05,8.9E+04,9.9E+04
Srrm2,8.8E+04,7.8E+04,1.1E+05,7.5E+04,8.7E+04,8.3E+04,8.5E+04,9.7E+04
Srrm2,9.6E+03,8.8E+03,3.2E+03,5.0E+03,5.5E+03,8.1E+03,8.1E+03,8.6E+03
Srrm2,3.3E+04,3.5E+04,3.4E+04,3.6E+04,3.1E+04,3.0E+04,3.1E+04,3.1E+04
Srrm2,1.7E+04,2.0E+04,2.2E+04,1.9E+04,1.1E+04,1.3E+04,1.4E+04,1.5E+04
